Month,Media,UV,PercentReach
November2015,Tribune Media,113.734530517,0.139053856832723
November2015,KANNADAPRABHA.COM,111.722405302,0.136593796811336
November2015,BUZZLE.COM,107.635138794,0.13159663219249
November2015,FORBESINDIA.COM,106.55858311,0.130280416094574
November2015,MYCITY4KIDS.COM,106.288538804,0.129950255130315
November2015,ALLEVENTS.IN,105.726206693,0.129262737904896
November2015,ADVOCATEKHOJ.COM,103.804540503,0.126913274693944
November2015,OUTLOOKINDIA.COM,102.56898760200001,0.125402665774877
November2015,ELITEDAILY.COM,101.431385714,0.124011813503825
November2015,WLIVENEWS.COM,101.3803766,0.123949448855173
November2015,THINKUR.COM,101.210851698,0.123742184699378
November2015,KAIRALINEWSONLINE.COM,99.619268106,0.12179628633471
November2015,INFOISINFO.CO.IN,99.487401097,0.121635063387668
November2015,DAIJIWORLD.COM,95.308500603,0.116525865430201
November2015,GULFNEWS.COM,94.5638543,0.115615447635907
November2015,MEDIUM.COM,93.9872274,0.114910453347594
November2015,TRIBUNE.COM.PK,93.868501498,0.114765296951344
November2015,TELUGUMIRCHI.COM,92.599451597,0.1132137340052
November2015,DEKHNEWS.COM,91.528789806,0.111904723885536
November2015,NPR,91.433868651,0.111788671595719
November2015,DRUGSUPDATE.COM,90.205874394,0.110287304009041
November2015,Mic,89.950349426,0.109974894645271
November2015,Sun-Times Media / CRWN ( Chicago Region-Wide Network ),89.420727879,0.109327369936308
November2015,RECKONTALK.COM,86.518711501,0.105779313175373
November2015,RTIINDIA.ORG,85.199692797,0.10416665748328
November2015,Advance Digital,83.757811267,0.102403787518187
November2015,MYNETA.INFO,82.126754296,0.100409628299343
November2015,TOLIVELUGU.COM,81.997396795,0.100251473521348
November2015,KERALAKAUMUDI.COM,81.885822198,0.100115060437591
November2015,NYDAILYNEWS.COM,81.832907967,0.100050366559062
November2015,COLLECTIVE-EVOLUTION.COM,80.463924194,0.0983766226862752
November2015,ANDHRAHEADLINES.COM,78.427492698,0.0958868453740797
November2015,THEDAILYBEAST.COM,77.540183036,0.0948020048234995
November2015,CBC-Radio Canada Sites,75.713695911,0.0925689092277113
November2015,New York Media,75.548959229,0.0923674992347232
November2015,Adweek,74.831426312,0.0914902307476618
November2015,SMH.COM.AU,73.819720326,0.0902533010421928
November2015,NYPost Network,73.722946716,0.0901349839079948
November2015,KIRANNEWSAGENCY.COM,73.590181197,0.0899726624266696
November2015,GUJARATSAMACHAR.COM,71.807398595,0.087793000756854
November2015,BIGNEWSLIVE.COM,70.848359904,0.0866204630215756
November2015,DAILYPIONEER.COM,70.5284787,0.0862293705807636
November2015,The Sun Online,69.517943997,0.0849938729066913
November2015,DAINIKSAVERATIMES.COM,69.452468003,0.0849138207936323
November2015,Australian Broadcasting Corp.,69.094971991,0.0844767398205545
November2015,TEHELKA.COM,68.960753442,0.0843126418389468
November2015,DEEPIKA.COM,68.229513704,0.08341861514911
November2015,MEDIAONETV.IN,66.798310706,0.0816688009468814
November2015,INDIANMIRROR.COM,66.188286003,0.0809229739115053
November2015,INDIAWEST.COM,66.187211004,0.0809216595986369
November2015,INDIAWATERPORTAL.ORG,65.65715459,0.0802736032135569
November2015,WEATHER-FORECAST.COM,64.271913107,0.0785799823758022
November2015,THEFAMOUSPEOPLE.COM,63.973062293,0.078214602063285
November2015,MADHYAMAM.COM,63.8777456,0.0780980661816848
November2015,NEWSEPAPERS.COM,63.435568504,0.0775574526114489
November2015,NAVATELANGANA.COM,63.100064398,0.0771472593332031
November2015,GRAHAKSEVA.COM,62.487823994,0.0763987233424356
November2015,MYPETROLPRICE.COM,62.363179005,0.0762463301653016
November2015,SPH Digital News,62.175182947,0.0760164828461505
November2015,INFOELECTIONS.COM,61.401415198,0.075070460654806
November2015,DAILYSTAR.CO.UK,61.118423132,0.0747244695292307
November2015,SALON.COM,59.631410764,0.0729064218001159
November2015,TV5NEWS.IN,59.505613998,0.0727526204399673
November2015,KHALEEJTIMES.COM,59.476802303,0.0727173947499906
November2015,PUBLICTV.IN,58.822098597,0.0719169423720879
November2015,DW - Deutsche Welle,58.011436586,0.0709258126008134
November2015,ANDHRABULLETIN.COM,57.144059696,0.0698653422112685
November2015,CITIZENMATTERS.IN,57.043079895,0.0697418825132558
November2015,BARTAMANPATRIKA.COM,56.661170803,0.0692749536750157
November2015,OPINDIA.COM,56.549287504,0.0691381631667119
November2015,Globe And Mail,56.390373207,0.0689438717250251
November2015,New Yorker,56.226366253,0.0687433539104492
November2015,SAMBADEPAPER.COM,55.495261694,0.0678494924928585
November2015,GREATERKASHMIR.COM,55.421349798,0.0677591264962003
November2015,Independent News & Media,55.27516444,0.0675803976813895
November2015,TAMILDAILYCALENDAR.COM,54.796522799,0.0669952019108592
November2015,Zealot Networks,54.013800892,0.0660382322069262
November2015,FREEPRESSJOURNAL.IN,53.682689902,0.0656334100303198
November2015,AJITJALANDHAR.COM,53.508597196,0.0654205611962348
November2015,Rogers Digital Media Publishing,52.42101225,0.0640908605267279
November2015,THEWIRE.IN,52.415608799,0.0640842541715749
November2015,VALAITAMIL.COM,51.110798802,0.0624889702969945
November2015,SADDAHAQ.COM,51.073667093,0.0624435724101454
November2015,Torstar Digital,50.728038379,0.0620210006063549
November2015,Boston Globe Media Sites,50.11408504,0.0612703703508362
November2015,NEWSNOW.IN,48.725227901,0.0595723289478452
November2015,Tegna,48.560163019,0.0593705176917086
November2015,IFLSCIENCE.COM,47.903046661,0.0585671155626242
November2015,LEGALLYINDIA.COM,47.476304502,0.0580453730204751
November2015,LIPSUM.COM,47.126881399,0.0576181621293083
November2015,STUFF.CO.NZ,46.567284502,0.0569339890251001
November2015,THENATIONAL.AE,46.180957496,0.0564616587667455
November2015,Deseret Digital Media,45.89942286,0.0561174495209708
November2015,DEFENCENEWS.IN,45.849324403,0.0560561982577392
November2015,APMESSENGER.COM,45.384099897,0.0554874065147361
November2015,KOLKATA24X7.COM,44.942268103,0.0549472151168578
November2015,EPW.IN,44.658085897,0.0545997689049826
November2015,Ad Progress Network,44.415228498,0.0543028471360369
November2015,NEWSNATION.IN,44.240293101,0.0540889680129699
November2015,The Local Europe,43.801095003,0.0535519966185932
November2015,TAXINDIAONLINE.COM,43.782192277,0.0535288858100902
November2015,NewsNow Publishing,43.0777916,0.0526676730328696
November2015,CTV,42.686519332,0.0521892966093703
November2015,THEDIPLOMAT.COM,41.731858602,0.0510221114469592
November2015,GEOURDU.COM,41.5911149,0.0508500356974128
November2015,SAAMANA.COM,41.461975299,0.0506921473278274
November2015,DOWNTOEARTH.ORG.IN,41.262007896,0.050447663629679
November2015,Digital First Media,40.804736221,0.0498885951590916
November2015,PRESSREADER.COM,40.800690298,0.0498836485417799
November2015,DHARITRI.COM,40.440567896,0.0494433564976458
November2015,NETIAP.COM,39.9465086,0.0488393108283089
November2015,NEWSLAUNDRY.COM,39.067074801,0.0477640994477007
November2015,ASIANAGE.COM,39.026238073,0.0477141717388245
November2015,KHASKHABAR.COM,38.873169205,0.0475270270224427
November2015,TKBSEN.IN,38.769491701,0.0474002690648334
November2015,NEWSWEEK.COM,38.542858141,0.0471231828495698
November2015,MANCHESTEREVENINGNEWS.CO.UK,38.359529322,0.046899041779706
November2015,Sputnik Sites,38.024738406,0.0464897204602198
November2015,UNIVERSETODAY.COM,37.865364705,0.0462948673430441
November2015,DAILYEXCELSIOR.COM,37.832485503,0.0462546686467739
November2015,NEWKERALA.COM,36.879469798,0.0450894947211419
November2015,Foreca,36.847355494,0.0450502312027505
November2015,SUMANASA.COM,36.815206003,0.0450109246641079
November2015,THESTATESMAN.COM,36.793802499,0.0449847563600106
November2015,China Daily Sites,34.747503001,0.0424829142533231
November2015,CAMPAIGNINDIA.IN,34.648719899,0.0423621402785192
November2015,MediaCorp Network,33.650221782,0.0411413587482493
November2015,Voice Of America,33.622992363,0.04110806757701
November2015,WORLDWEATHERONLINE.COM,33.606013202,0.0410873085532368
November2015,Sky News,33.248586538,0.0406503123662554
November2015,DAINIKBHASKAR.COM,32.70710557,0.0399882881185652
November2015,EPAPERVIJAYAVANI.IN,32.145269698,0.0393013776037598
November2015,LAWZONLINE.COM,32.055541305,0.0391916740769827
November2015,FIRSTTOKNOW.COM,31.7253193,0.0387879387892249
November2015,DESHABHIMANI.COM,31.643226702,0.0386875709210196
November2015,NEWSTIG.COM,31.408303595,0.038400349758379
November2015,YR.NO,31.061488701,0.037976327709855
November2015,HELLOAP.COM,30.768332599,0.037617909853362
November2015,ISIXSIGMA.COM,30.631029903,0.0374500411388604
November2015,ASSAMTRIBUNE.COM,30.225660709,0.0369544295632849
November2015,PROJECTSTODAY.COM,30.170840897,0.0368874058875833
November2015,NZHERALD.CO.NZ,30.00462821,0.0366841913046697
November2015,NEWSONAIR.COM,29.2916985,0.0358125507802354
November2015,EPAPER-HUB.COM,29.200814004,0.0357014337813991
November2015,SWARAJYAMAG.COM,29.028109393,0.0354902820569125
November2015,Pelmorex Corp.,29.015102988,0.0354743801951774
November2015,BESTMEDIAINFO.COM,28.951495014,0.0353966119565448
November2015,E-PAPERVIEW.COM,28.848696502,0.0352709286701648
November2015,DESIBLITZ.COM,28.788287292,0.0351970712972057
November2015,Flipboard,28.7250973,0.0351198140907893
November2015,SMITHSONIANMAG.COM,28.203411507,0.0344819917755985
November2015,Ogden Newspapers Inc.,28.069472501,0.034318235568227
November2015,DOOLNEWS.COM,27.4212423,0.033525697812501
November2015,BA-BAMAIL.COM,27.406043603,0.0335071156156336
November2015,SOUTHLIVE.IN,27.130906902,0.0331707285988115
November2015,The Star Online,26.860222728,0.0328397853205724
November2015,IRISHTIMES.COM,26.570780566,0.0324859081930795
November2015,ABDULKALAM.COM,26.490904492,0.0323882502864801
November2015,DAILYDOT.COM,26.473862098,0.0323674139529182
November2015,E-PAO.NET,25.898269397,0.0316636840946686
November2015,AKILANEWS.COM,25.639641792,0.0313474813918027
November2015,KNOWYOURTIN.COM,25.608348601,0.0313092217807473
November2015,NATIONALINTEREST.ORG,25.399514902,0.0310538979916518
November2015,CSMONITOR.COM,25.372793154,0.0310212275079929
November2015,SCMP.COM,25.013619751,0.0305820957268895
November2015,ANDHRABHOOMI.NET,24.915953314,0.0304626870065455
November2015,E-PAPERVIEW.NET,24.622131099,0.0301034547484691
November2015,Politico,24.159719982,0.0295381027048207
November2015,PTINEWS.COM,23.988777096,0.0293291048966057
November2015,LIVERPOOLECHO.CO.UK,23.667371216,0.0289361483598392
November2015,UNIINDIA.COM,23.522630446,0.0287591857239718
November2015,ARABNEWS.COM,23.113899497,0.0282594640070315
November2015,WeatherBug Property,22.753265801,0.0278185468457729
November2015,IJSER.ORG,22.596632498,0.0276270441878589
November2015,AKSHAYAPATRA.ORG,22.524897497,0.0275393397016875
November2015,DEZEEN.COM,22.111708301,0.0270341672527906
November2015,NAGPURTODAY.IN,21.784943893,0.0266346592845287
November2015,COUNTERCURRENTS.ORG,21.75287711,0.0265954538661558
November2015,KANTIPURONLINE.COM,21.7008333,0.0265318241797987
November2015,VAARTHA.COM,21.689212605,0.0265176165117186
November2015,HOLIDAY-WEATHER.COM,21.431351503,0.0262023509490329
November2015,THEAUSTRALIAN.COM.AU,21.376164246,0.0261348780285488
November2015,DIVYAHIMACHAL.COM,21.064479167,0.0257538063157177
November2015,GAMAIL.COM,20.722775702,0.0253360335910634
November2015,THENEWS.COM.PK,20.719285697,0.0253317666489711
November2015,TAMILMURASU.ORG,20.682441503,0.025286720283067
November2015,Johnston Press Plc,20.631199238,0.0252240705798617
November2015,INDIARETAILING.COM,20.407979702,0.0249511584109705
November2015,YADTEK.COM,20.405346803,0.0249479393818952
November2015,Times Online,19.921371699,0.0243562228247836
November2015,Lee Enterprises Incorporated,19.890850731,0.024318907347282
November2015,ANINEWS.IN,19.743576994,0.0241388478609771
November2015,PRAJASAKTI.COM,19.6370043,0.0240085501926578
November2015,NBMCW.COM,19.431662,0.0237574950499839
November2015,MARINEINSIGHT.COM,19.330498099,0.0236338102680417
November2015,EKARMAKSHETRA.COM,19.291422894,0.0235860362284683
November2015,CORPORATELAWREPORTER.COM,19.146297799,0.0234086037100305
November2015,College Publisher Network,18.726845898,0.0228957743667807
November2015,CURIOSITY.COM,18.670555197,0.022826952356066
November2015,EXPRESSKERALA.COM,18.431696697,0.0225349197120546
November2015,UDAIPURTIMES.COM,18.197146204,0.0222481541139076
November2015,WHICH Sites,18.1792672,0.0222262949261023
November2015,ANDHRAWISHESH.COM,18.173885903,0.0222197156568231
November2015,POETSANDQUANTS.COM,17.973155501,0.0219742991025471
November2015,SUDDIMAHITHI.COM,17.890428402,0.021873155482151
November2015,BHADAS4MEDIA.COM,17.708454098,0.0216506704663812
November2015,ICRISAT.ORG,17.583201101,0.0214975339278688
November2015,Newsmax.com Sites,17.281405098,0.0211285527749763
November2015,BDNEWS24.COM,16.9482013,0.0207211718941427
November2015,SCIENCEBLOGS.COM,16.895948096,0.0206572861989625
November2015,CARAVANMAGAZINE.IN,16.7820503,0.0205180327308508
November2015,The Seattle Times Company Online Network,16.520847219,0.0201986812052892
November2015,NAVHINDTIMES.IN,16.505806199,0.0201802917871222
November2015,Hearst Television,15.963346831,0.0195170713302165
November2015,COED.COM,15.9535442,0.0195050864594701
November2015,HARIBHOOMI.COM,15.904364298,0.0194449582378942
November2015,Sinclair Broadcast Group,15.895899614,0.0194346091649106
November2015,UNFCCC.INT,15.467587397,0.0189109470419679
November2015,LENTA.RU,15.444112096,0.0188822457220652
November2015,ODISHATV.IN,15.1820772,0.0185618772047122
November2015,NEWSPAPERDIRECT.COM,14.997034361,0.018335640543557
November2015,MUBI.COM,14.928410899,0.018251740280225
November2015,Military Advantage,14.732549249,0.0180122763486088
November2015,JPOST.COM,14.674072803,0.0179407820072403
November2015,YESPUNJAB.COM,14.397138507,0.0176021972188475
November2015,Xinhua News Agency,13.935003899,0.017037183240013
November2015,MANITHAN.COM,13.534895801,0.0165480039738394
November2015,SUCCESS.COM,13.351701391,0.016324027234806
November2015,TIMESOFISRAEL.COM,12.988807799,0.0158803470845641
November2015,CNKI.COM.CN,12.969172903,0.0158563411120164
November2015,Haaretz,12.797630899,0.0156466108114948
November2015,INQUIRER.NET,12.741096467,0.0155774908109311
November2015,SOOPERARTICLES.COM,12.7193075,0.0155508512329245
November2015,PUNJABKESARI.COM,12.5214076,0.0153088953006609
November2015,NATION.COM.PK,12.278168002,0.0150115062484303
November2015,BARANDBENCH.COM,12.229389404,0.0149518686682516
November2015,ZIPNET.IN,12.039881999,0.0147201735494181
November2015,NEWS24.COM,12.023165597,0.0146997357794647
November2015,SURYAA.COM,11.959288488,0.0146216384916014
November2015,RASHTRADEEPIKA.COM,11.652021399,0.0142459682918038
November2015,ISLAMWEB.NET,11.469020897,0.0140222286281348
November2015,NEWSX.COM,11.453115902,0.0140027828987894
November2015,THESHILLONGTIMES.COM,11.448624699,0.0139972918742419
November2015,PROBHARAT.COM,11.444327301,0.0139920377991292
November2015,JAPANTIMES.CO.JP,11.241400698,0.013743936130508
November2015,DOAJ.ORG,11.170574502,0.0136573427654691
November2015,PBS NewsHour,11.163547184,0.0136487510416835
November2015,DAINIKTRIBUNEONLINE.COM,10.961162544,0.0134013119866509
November2015,WORLDTRUTH.TV,10.946085301,0.0133828782816009
November2015,NEWSTATESMAN.COM,10.921843496,0.0133532398202953
November2015,ECMWEB.COM,10.531729097,0.0128762790279982
November2015,MALAYALAMEMAGAZINE.COM,10.470665303,0.0128016213490159
November2015,Nikkei,10.235902301,0.0125145959335916
November2015,RUBBERBOARD.ORG.IN,10.1995377,0.0124701359266065
November2015,EESANJE.COM,10.168489002,0.0124321752370348
November2015,TRUEACTIVIST.COM,9.958820905,0.0121758312981264
November2015,PALPALINDIA.COM,9.731486303,0.0118978879764638
November2015,NATION.CO.KE,9.6952688,0.0118536078141058
November2015,MILLENNIUMPOST.IN,9.475722596,0.0115851867261529
November2015,CROWDYNEWS.COM,9.438311099,0.0115394467655263
November2015,THEAGE.COM.AU,8.704591498,0.0106423881511456
November2016,Facebook,37890.862861775,46.3260403029088
November2016,YOUTUBE.COM,33678.038733914,41.1753668793896
November2016,The Times Of India Sites,16749.867771265,20.4786851191719
November2016,Network 18,14126.71654074,17.2715739465067
November2016,The Indian Express Group,9061.541874643,11.078801652593
November2016,NDTV,8609.910935135,10.5266296637414
November2016,India Today Group,8224.338154657,10.0552215505694
November2016,INDIANEXPRESS.COM,7464.880316637,9.12669494137554
November2016,HT Media Group,6087.290253625,7.44242892154939
November2016,REDIFF.COM,5941.4593378,7.26413345996109
November2016,The Economic Times,5155.176509864,6.30281014279813
November2016,Sify News And Information,5123.33970573,6.26388590196445
November2016,STAR India,4920.851889387,6.01632070992928
November2016,FIRSTPOST.COM,4549.046863364,5.5617452972975
November2016,Jagran Sites,4320.73794975,5.28261077422847
November2016,Bhaskar Group Sites,4276.7085582,5.22877965998601
November2016,The Hindu Group,4214.181691942,5.15233320541859
November2016,ONEINDIA.COM Sites,4177.807210728,5.10786112018622
November2016,India Today,4158.624190397,5.08440761963577
November2016,Yahoo-ABC News Network,4108.742210619,5.02342102732685
November2016,Twitter,2920.994605191,3.5712597598607
November2016,ABP News Network,2778.645224588,3.3972208849223
November2016,Dotdash,2528.400623216,3.09126740133352
November2016,BBC Sites,2081.22314953,2.54454029870454
November2016,MSN News,2054.573977439,2.51195854872353
November2016,INSTAGRAM.COM,1956.940037102,2.39258956334351
November2016,BUSINESS-STANDARD.COM,1954.457307516,2.3895541341615
November2016,HPMG News,1753.644131667,2.14403638726636
November2016,Patrika Group,1468.846564872,1.79583783592575
November2016,AMARUJALA.COM,1453.490667763,1.77706344403729
November2016,DNAINDIA.COM,1359.833679845,1.66255675115025
November2016,The Guardian,1358.970352807,1.66150123221676
November2016,Ushodaya Enterprises,1271.698672457,1.55480132950023
November2016,Telegraph Media Group,1235.788754853,1.51089722796879
November2016,Manorama Sites,1234.481185501,1.50929857051091
November2016,HUFFINGTONPOST.IN,1213.724619301,1.4839212249002
November2016,Mail Online / Daily Mail,1090.460954166,1.33321688386265
November2016,CNN Network,1032.968494945,1.26292558454066
November2016,VICE Media,1023.204893801,1.25098843278593
November2016,Hearst Newspapers,1023.172221989,1.25094848764969
November2016,Scoopwhoop Group Sites,1007.092702918,1.23128938272901
November2016,Business Insider,952.317860837,1.16432069027441
November2016,New York Times Digital,890.978376796,1.0893259502441
November2016,SAKSHI.COM,820.475702704,1.00312813169973
November2016,DINAMALAR.COM,810.255212412,0.990632379177281
November2016,ANDHRAJYOTHY.COM,783.268279297,0.957637676583727
November2016,DECCANCHRONICLE.COM,751.550844592,0.918859378928991
November2016,MID-DAY.COM,716.887703347,0.876479608265039
November2016,IN.COM*,711.197314812,0.869522438417171
November2016,IndiaTV Group Sites,670.382834217,0.81962193127159
November2016,Abp Group,668.342061088,0.817126845884698
November2016,Mirror Online,651.723975036,0.796809279430469
November2016,SCROLL.IN,637.601766035,0.779543216481915
November2016,The Quint,627.979116701,0.767778394907548
November2016,USA TODAY Network,599.026078725,0.732379897674566
November2016,NBC News Digital,593.006293728,0.725020001875856
November2016,BUZZFEED.COM,573.833090191,0.701578503511695
November2016,INSISTPOST.COM,560.456120716,0.685223583612133
November2016,MATHRUBHUMI.COM,551.984065026,0.674865498213678
November2016,AccuWeather Sites,546.005783131,0.667556344842844
November2016,Maharashtra Times,534.563120711,0.653566343021686
November2016,Independent & Evening Standard (ESi Media),507.646880673,0.620658071036646
November2016,GETFORMSONLINE.COM,507.061855829,0.619942809296626
November2016,VIKATAN.COM,466.066477164,0.569821132965425
November2016,Atlantic Media,451.238134309,0.55169173825536
November2016,DAILYTHANTHI.COM,440.563304406,0.538640502074303
November2016,Punjab Kesari Group,436.05354583,0.533126791333265
November2016,THEQUINT.COM,420.75561562,0.514423270802607
November2016,NEWINDIANEXPRESS.COM,401.809613998,0.491259553525396
November2016,GREATANDHRA.COM,397.660171708,0.486186371859875
November2016,NARENDRAMODI.IN,383.125738798,0.4684163166562
November2016,TOPYAPS.COM,364.030791528,0.445070495790655
November2016,STORYPICK.COM,358.432730446,0.438226207122727
November2016,THINKUR.COM,356.132855786,0.435414339613151
November2016,National Geographic Sites,354.619542064,0.433564135443031
November2016,CBS News,351.44480599,0.429682646867494
November2016,THENEWSMINUTE.COM,350.322865737,0.428310942835112
November2016,ESAKAL.COM,343.192592062,0.419593343902519
November2016,QZ.COM,330.962393438,0.404640486364414
November2016,NEWSTREND.NEWS,330.426193594,0.403984918934499
November2016,POSTCARD.NEWS,321.009385701,0.392471762753093
November2016,TUPAKI.COM,316.9862105,0.387552957467842
November2016,DINAKARAN.COM,313.053659504,0.382744950941347
November2016,MAALAIMALAR.COM,298.823970192,0.365347480660178
November2016,Mashable,294.395405211,0.359933038647014
November2016,NEWSROOMPOST.COM,284.118996476,0.347368919245367
November2016,Deccan Herald,279.204031801,0.341359796348059
November2016,Mumbai Mirror,277.701981515,0.339523363054363
November2016,DAILYHUNT.IN,277.206879451,0.338918042498466
November2016,WASHINGTONPOST.COM,271.429273264,0.3318542388039
November2016,TRIBUNEINDIA.COM,269.365306993,0.329330797070652
November2016,Weather Company The,260.243447952,0.318178250581743
November2016,THEBETTERINDIA.COM,256.832148007,0.314007534825971
November2016,THEWIRE.IN,251.823290003,0.307883616280983
November2016,NEWS24ONLINE.COM,241.970436302,0.295837342768651
November2016,REPORTERLIVE.COM,231.064517494,0.282503573197799
November2016,VOX.COM,217.302848528,0.265678312884254
November2016,SKYMETWEATHER.COM,212.835818484,0.260216842803523
November2016,The Sun Online,208.745989895,0.255216545905108
November2016,USNews,206.876624756,0.252931026963878
November2016,Fox News Digital Network,204.321122506,0.249806624633439
November2016,EENADUINDIA.COM,202.987282398,0.248175848083792
November2016,EXPRESS.CO.UK,200.049918314,0.244584574709098
November2016,tronc,194.515868769,0.237818547680492
November2016,DINAMANI.COM,187.492624143,0.229231804359598
November2016,MEDIUM.COM,187.375934981,0.229089138122583
November2016,LOKMAT.COM,186.05528146,0.227474483727849
November2016,V6NEWS.TV,180.299766195,0.220437688785938
November2016,HPE.COM,179.091328002,0.218960230839501
November2016,PRESSKS.COM,174.769614,0.213676426726497
November2016,Australian Broadcasting Corp.,167.932692698,0.20531748560289
November2016,The Economist Group,167.411122771,0.204679804968718
November2016,MYCITY4KIDS.COM,162.527657122,0.198709193338713
November2016,JANTAKAREPORTER.COM,160.0647426,0.19569799040504
November2016,Digital First Media,159.935354148,0.195539797791059
November2016,ALLINDIAROUNDUP.COM,157.013692357,0.191967722318007
November2016,TELEGRAPHINDIA.COM,154.78562841,0.189243651858521
November2016,ANDHRAHEADLINES.COM,151.747775457,0.185529519012078
November2016,NEWS Corp Australia Sites,147.567991285,0.180419240824012
November2016,LIVEINDIA.LIVE,147.319965898,0.180116000591236
November2016,Graham Holdings,146.683100815,0.179337358056485
November2016,Aljazeera Media Network,146.223030341,0.178774867743228
November2016,ALLEVENTS.IN,142.009848662,0.173623757171351
November2016,NPR,141.375474904,0.172848160574688
November2016,SATYAVIJAYI.COM,140.34564384,0.171589070868811
November2016,SILICONINDIA.COM,140.133046575,0.171329145685724
November2016,YOUTHKIAWAAZ.COM,139.180364196,0.170164379329085
November2016,SANDESH.COM,137.304367486,0.167870752511648
November2016,VCCIRCLE.COM,129.869090895,0.158780251609769
November2016,INDIATRENDINGNOW.COM,127.754402897,0.156194796594379
November2016,MANGALAM.COM,118.676936601,0.145096525462079
November2016,AP2TG.COM,115.877261747,0.141673593379625
November2016,INDIASAMVAD.CO.IN,115.545214497,0.141267626528406
November2016,MISSTRAL.COM,114.166951799,0.139582538133125
November2016,CROWDYNEWS.COM,112.851595349,0.137974360031252
November2016,OUTLOOKINDIA.COM,109.986977199,0.134472027124412
November2016,THEFAMOUSPEOPLE.COM,109.509679597,0.133888474619224
November2016,MENTALFLOSS.COM,108.643397579,0.132829342874825
November2016,CHAIBISKET.COM,108.358603114,0.132481148115794
November2016,Politico,105.848798213,0.12941261617393
November2016,BUZZLE.COM,105.745376493,0.129286170946583
November2016,FIRKEE.IN,103.165627001,0.126132123508451
November2016,DHARUVU.COM,103.094748996,0.126045466803688
November2016,THELOGICALINDIAN.COM,103.040923802,0.125979659167804
November2016,THEHANSINDIA.COM,100.696449716,0.123113263609767
November2016,ADVOCATEKHOJ.COM,100.294104344,0.122621349029016
November2016,FORBESINDIA.COM,99.859864027,0.122090439123378
November2016,Postmedia Network Canada Corp.,99.644900361,0.121827620736499
November2016,UTTARPRADESH.ORG,98.954095604,0.120983030600588
November2016,INDIAPRESS.ORG,98.445133189,0.120360764133974
November2016,OPINDIA.COM,98.405097166,0.120311815382877
November2016,RECKONTALK.COM,98.205875901,0.120068243934392
November2016,WLIVENEWS.COM,97.867487131,0.119654523828459
November2016,UDAYAVANI.COM,96.079867902,0.117468948885206
November2016,NYPost Network,95.76660434,0.117085947303754
November2016,DIFFERENCEBETWEEN.COM,95.189970399,0.116380944430417
November2016,INFOISINFO.CO.IN,95.159035055,0.116343122330715
November2016,INDIAWATERPORTAL.ORG,94.786075899,0.115887135858324
November2016,New Yorker,93.570157306,0.114400532242306
November2016,THEREPORTERTIMES.COM,93.5257225,0.114346205461173
November2016,DIFFERENCEBETWEEN.NET,91.433490257,0.111788205249728
November2016,DECCANREPORT.COM,91.240100491,0.111551763495246
November2016,KANNADAPRABHA.COM,91.163038325,0.111457545925671
November2016,TOLIVELUGU.COM,91.043704597,0.111311646395407
November2016,TECHFACTSLIVE.COM,89.720162804,0.10969346074815
November2016,Russia Today,88.458224847,0.108150593042312
November2016,TAMILDAILYCALENDAR.COM,87.909792455,0.10748006988247
November2016,SOUTHLIVE.IN,87.158806104,0.106561900663409
November2016,APMESSENGER.COM,86.958779401,0.106317344472154
November2016,VALAITAMIL.COM,86.780374905,0.10609922397429
November2016,KIRANNEWSAGENCY.COM,86.516232701,0.105776279035484
November2016,RAJIVDIXITJI.COM,86.031940671,0.105184175018692
November2016,INDIANMIRROR.COM,84.110169706,0.102834583786043
November2016,TELUGUSTOP.COM,84.017761216,0.102721603528832
November2016,GUJARATSAMACHAR.COM,79.917927537,0.0977090742301078
November2016,SWARAJYAMAG.COM,78.092368807,0.0954771137807029
November2016,NYDAILYNEWS.COM,77.532086565,0.0947921027842898
November2016,Mic,77.166542623,0.0943451822839214
November2016,GULFNEWS.COM,77.107575896,0.094273088518691
November2016,Adweek,76.969826121,0.0941046732030608
November2016,GREATERKASHMIR.COM,76.927559591,0.0940529973945846
November2016,MADHYAMAM.COM,76.737767995,0.0938209548264984
November2016,New York Media,76.00058278,0.0929196591208455
November2016,EASTCOASTDAILY.COM,75.89010682,0.0927845892546846
November2016,DEEPIKA.COM,72.507262868,0.0886486643001516
November2016,Advance Digital,72.332772121,0.0884353288211603
November2016,MYNETA.INFO,72.260053122,0.0883464212845136
November2016,Tribune Media,72.123891386,0.0881799475335024
November2016,SUNNEWSLIVE.IN,72.013079841,0.0880444673751744
November2016,SUMANASA.COM,71.986410097,0.088011860473613
November2016,DAILYPIONEER.COM,71.890207201,0.0878942411083952
November2016,DW - Deutsche Welle,71.80586236,0.0877911196113272
November2016,FREEPRESSJOURNAL.IN,71.758349696,0.0877330297864691
November2016,NARADANEWS.COM,71.023308097,0.0868343549037194
November2016,Sun-Times Media / CRWN ( Chicago Region-Wide Network ),68.828382006,0.0841507993741315
November2016,ODISHATV.IN,68.399199224,0.0836260729003963
November2016,NEWSHUNT.COM,67.857897775,0.0829642681578156
November2016,PUBLICTV.IN,67.847776908,0.0829518942064951
November2016,MALAYALIVARTHA.COM,67.585926305,0.0826317510196753
November2016,TOP10WALA.IN,67.358837403,0.0823541081044223
November2016,DEFENCENEWS.IN,67.31651,0.0823023578715377
November2016,NEWSX.COM,66.825521013,0.0817020660364581
